0.039123,-0.63264,0.28308,0.76266,1.2175,-3.815,0.14347,0.28733,-0.42887,1.3909,0.61452,1.4342,-0.10683,-0.67233,-0.087296,-0.61359,1.5812,0.54851,0.14949,-0.19366,-0.27901,1.2894,0.30758,0.14973,-0.45131,6
0.89674,1.9925,-0.96913,-3.2204,-0.53747,-0.2764,-0.30445,0.49831,-0.010723,-0.24951,4.8771e-05,-1.3201,-0.30747,0.12841,0.23034,0.004105,0.22196,-0.9876,-1.2159,1.2588,-0.31816,1.8706,-0.55964,-0.65717,-0.14907,6
2.0708,-1.0017,-1.3185,2.6207,0.046385,-1.269,1.0847,-0.21207,-0.35067,1.4513,-0.35887,-1.5557,0.35153,0.13958,-0.030411,0.13997,-0.73341,-0.9588,1.5096,-0.78813,-0.64303,0.81851,-0.017642,0.53407,0.28235,3
1.9578,1.7855,-1.1829,2.0319,1.0471,-1.6578,-0.51522,-1.3056,-1.8379,0.55764,-1.6536,-0.78872,-0.74048,-0.9008,-0.96163,0.15011,0.31972,0.24531,0.34105,-0.55454,1.082,0.45559,-0.90635,0.77702,-0.42071,9
3.3333,-1.0351,0.23154,-1.0393,-2.4467,-1.3361,0.59657,0.80276,0.50446,0.17407,0.49757,-0.68245,-0.033701,-0.23377,0.72107,0.6409,-0.28623,0.55102,-0.16378,-0.0053839,0.38389,-0.28488,-0.47575,-0.51771,0.58808,1
0.52609,-2.3231,-1.966,-1.0328,1.9383,-0.0056937,-0.72881,-0.27462,0.36012,-0.78699,0.13795,1.3267,-2.0087,-0.17508,0.06183,-0.25904,0.4241,1.1954,-0.17065,-0.5349,-0.53111,-0.87449,1.1568,0.76497,0.1009,8
1.8805,-1.3526,1.2725,-1.5826,-0.24605,0.82052,1.339,-0.34001,0.17519,-0.92269,0.40101,0.30984,0.32757,1.5964,-1.3443,-0.63271,-1.1385,-0.92744,0.11478,0.24356,0.43772,0.029602,0.04684,-0.20326,-0.77445,2
-2.2009,-0.18053,-3.9584,-0.31991,3.0437,1.6699,0.4291,0.21803,-2.1634,-1.9035,2.1875,-0.072472,0.7316,-1.731,-0.25803,-0.64916,1.0226,0.5042,1.2699,1.4695,0.10219,0.15796,-1.4599,1.0318,-0.62713,8
1.5532,-0.36456,-2.4979,0.36458,0.30547,-0.079951,0.59661,0.52243,1.294,0.82932,-0.26875,-0.85445,0.054029,-0.17908,-1.5439,-0.64569,-0.81422,0.086578,0.50629,-0.48167,-0.3102,0.61809,0.13843,-0.26565,0.29598,8
1.4298,0.2468,-3.2869,0.03798,-0.2593,-0.3009,-0.38489,-0.91702,-0.85662,1.2287,-1.6113,-0.56283,0.16564,1.7022,-1.2384,-0.071796,-0.15706,0.36477,1.5639,-0.2026,0.84762,-0.064734,0.28692,-1.2528,-0.68088,9
1.0053,0.58655,-1.0748,-2.1708,-1.996,-0.43696,-2.3918,-0.78794,0.40712,-1.6943,0.96235,-0.052815,0.45857,-0.83655,0.1526,0.89782,1.0186,0.18862,0.35447,-0.27681,-0.53345,0.45419,-1.6879,0.84882,0.5249,4
0.56417,1.8525,-2.4338,0.72006,0.43781,-0.83101,3.2458,-0.67973,-2.4214,1.2134,0.20215,-0.27924,-1.4465,1.741,-0.040636,1.4923,-0.65461,0.58139,-1.4749,1.332,-1.2483,-0.19226,-0.73397,1.4355,-0.74083,7
2.3996,-0.45936,2.7791,-0.84611,1.3416,-1.2398,0.4887,-0.55469,-1.0781,0.91103,1.3147,-1.0421,0.58532,-0.57904,0.060969,-0.69821,1.1999,1.1027,1.4184,0.957,-0.093196,-0.37741,0.73683,-0.11837,0.053706,6
-0.85926,1.8701,-2.7533,-3.1187,1.8648,0.92182,-0.56473,-1.7439,-1.6573,0.13802,0.79707,0.54018,1.9969,1.0577,0.7697,-0.47674,-1.0253,-0.58003,-1.4708,0.73674,-0.36402,0.35067,0.38822,-0.83618,-0.44315,4
2.0531,0.75495,-2.1704,0.082556,-1.5949,-1.3072,0.35369,-0.56741,0.29721,1.2854,-1.1628,0.32708,-0.14664,0.55828,-1.4096,-0.31096,-0.59631,0.55897,0.49263,1.4428,0.38928,0.058448,0.39013,-0.026856,-0.31908,9
1.4776,-2.2646,1.2674,0.2865,-1.0057,-0.50059,1.2786,-1.3001,1.1857,0.96329,-1.4395,-1.8015,-0.35079,0.12917,0.86265,-1.7624,0.11116,0.3669,0.19676,-0.23981,0.67853,-0.0087463,-0.29569,0.6314,0.47868,3
0.088194,2.2391,1.1119,0.91913,-1.444,0.19326,-0.096558,0.49263,-0.83771,-0.28965,-1.2919,-1.9376,-0.38169,0.6951,-0.50496,-1.8996,1.8364,-0.052913,1.3778,-0.77364,1.1331,-1.6076,-0.89966,0.16344,-0.16299,5
0.20585,-2.1607,-2.0951,1.6091,0.40457,0.045493,-2.7904,-0.26096,1.1365,0.49555,0.0059533,0.24474,0.26626,0.81099,-0.43854,1.0805,-0.33386,-0.73799,0.3009,-1.1691,-1.2279,0.095197,0.42706,-1.1064,0.31324,3
1.8867,2.0669,-0.95941,-0.56505,0.4984,-0.095441,-0.48112,-0.22047,-1.9324,1.3741,-2.0183,1.1528,0.81404,0.044007,-0.78697,-0.0036261,-0.97656,0.53344,-1.0246,0.46893,1.3939,0.86636,0.99522,-0.06138,-0.24822,9
0.12137,1.0356,-2.1016,-0.8922,-1.3213,-1.7042,-2.0052,-1.8135,0.44757,-0.62212,0.41323,0.1186,-2.3044,0.30577,0.2119,1.0584,-0.50346,0.95685,1.4636,0.28421,0.42545,2.1622,-1.3493,-0.077926,-0.41556,7
2.7054,1.8016,-1.4432,1.6183,-0.72876,1.8607,2.2854,0.46785,0.50119,0.56601,-1.3725,-0.527,0.82758,-0.27302,-0.3494,0.89918,0.24688,-0.033311,-0.67333,0.70793,-0.6422,-1.0601,-0.79987,0.24716,0.2335,7
0.6451,-0.99505,-0.10995,-2.6667,-2.0223,1.3487,0.45368,-0.3018,-0.16572,-0.5302,-1.6074,-1.4142,-1.1832,-1.0639,0.044028,-0.12566,0.80867,-0.30786,-0.88803,-0.63784,-0.32085,0.69277,0.45391,-0.97292,-0.33505,6
0.24054,-1.096,1.0997,-2.6848,2.7217,1.9709,0.87764,-1.5812,1.1911,0.77527,0.49298,-0.51244,1.8602,-0.84846,-0.35288,-1.8504,-0.044976,-1.0384,-0.72543,-0.31773,1.0979,0.41082,0.83072,0.36319,-0.12624,2
1.0554,0.13228,1.4588,2.1791,1.3833,2.494,1.7892,2.6748,0.32138,-0.55138,0.03262,0.65049,-1.6382,0.32879,0.0075191,0.59722,-0.18005,0.10838,0.69166,-0.58461,-0.50843,0.25426,0.28349,-0.307,-0.69835,8
-3.6851,-2.1435,-1.7036,-1.4385,-3.839,2.9324,0.87393,1.4775,0.15458,0.88858,0.36661,-1.1136,-0.014005,-1.5123,-0.61782,-1.0117,1.3497,1.1013,1.2333,-0.93438,0.5584,0.43621,0.66963,0.53567,-0.77695,0
-2.3018,-1.4167,1.0884,-0.62823,0.12083,-2.1346,2.5481,-0.45394,1.3918,0.23669,-0.97839,1.8379,0.17733,0.31435,-0.026171,1.8711,0.16743,1.3854,-0.090158,0.2719,-0.06482,-0.95431,0.22256,-0.74233,-0.4011,5
-2.1044,1.0597,1.3279,-1.5441,-3.7195,-0.10233,0.75958,0.94971,-1.1005,1.2869,-1.2417,-0.018059,0.34438,0.94339,-1.5514,0.4548,1.4525,0.045982,1.0111,-0.22888,-0.68237,0.40367,0.78762,0.019724,1.4399,0
3.5746,-1.3268,1.3367,-0.61802,-1.8104,-0.71904,1.415,1.0248,-0.84144,-0.47462,1.5916,0.056621,-0.14466,0.43316,0.71592,0.57516,-0.43074,0.41499,0.068893,-0.96411,0.45185,-0.40632,0.25917,-1.0502,0.56408,1
1.4686,0.10034,-2.4923,0.43011,-0.92019,-2.1909,-0.36133,0.56501,0.49288,0.85163,-0.42951,0.51275,-0.47887,0.4952,-2.0191,-0.15635,-0.2393,-0.31899,1.4771,0.39656,0.021979,0.10241,0.52161,0.28105,0.34669,5
-4.4849,2.0965,3.1652,0.24534,-3.777,-0.052635,0.6077,-1.3108,-0.61049,-0.4305,-0.39982,-0.051692,-0.27635,1.3135,-0.38802,0.27146,0.027186,0.087541,0.42392,-0.65223,0.3552,1.4529,-1.2055,1.2723,0.38873,0
-0.77504,1.2825,-2.3183,-3.5197,-1.6254,-0.50961,-1.9842,-0.51459,-1.1033,0.52656,1.8647,0.18273,-0.61672,0.77659,1.0233,-0.87504,-0.41588,-1.2332,-0.27847,-0.11563,0.112,0.064213,-0.3456,-0.67673,-0.92722,4
-1.2407,1.1878,-3.1765,-1.1064,-3.2677,-0.68544,-0.20607,-2.4942,-1.5424,-0.041783,-0.46232,1.8783,-2.5948,-0.20881,0.71528,-0.085959,-1.1122,0.51565,0.21502,-0.78027,-1.5006,0.42811,-1.2576,0.21495,-0.86745,7
-2.8634,3.2839,3.1455,-0.35856,0.63067,0.15827,0.40251,0.33639,-0.47169,-0.89312,0.84477,0.50832,-0.98446,-0.025834,-2.0098,-0.32352,-1.5517,0.30433,-0.16085,-0.24782,0.78488,1.415,1.7478,-0.98301,-0.043927,4
-2.4271,-4.2406,-2.2942,0.72726,0.75319,-1.6261,1.7857,-1.3911,-0.7736,-2.4867,0.28705,-0.38322,0.104,-1.4181,-0.095316,-0.17569,-1.2317,-0.57658,-0.18998,0.55936,1.2665,0.58733,-0.83338,-0.49588,-0.11416,3
-1.1058,3.2243,-1.8313,-0.46058,0.36516,-1.1556,-3.4691,-0.77587,-0.066357,0.50944,0.23327,-1.4846,-1.705,0.75077,1.2478,-0.4476,-0.094968,1.1818,0.51778,-0.59845,0.5846,0.66327,-1.1992,-0.0057605,1.0578,4
-6.2931,2.1018,3.5803,1.3634,-1.0238,-0.84199,0.093044,-0.49253,0.4515,-0.23395,-0.07336,0.050298,1.1059,0.53488,0.60295,0.17365,-0.66519,0.26324,0.93262,-0.12754,0.01854,0.036128,-0.53793,-0.43672,-0.56888,0
-2.4835,3.8132,-2.5473,-1.692,1.347,1.2489,-1.591,-0.43138,0.21145,1.5624,1.1575,-2.1456,-2.9282,0.20425,1.8386,-0.75673,-0.97695,0.0057337,-0.31925,0.33685,0.84363,0.43634,0.33118,-0.34699,0.2739,4
-0.6314,3.5431,-1.7171,-0.52159,0.49264,-0.45948,-1.4567,0.69494,1.0578,-0.44449,0.80116,-2.4184,-1.8194,0.77848,1.9395,-0.65321,0.07712,-0.22988,0.84752,0.70892,0.9135,-0.32666,-0.82178,0.6967,0.25577,4
-0.1386,-0.80476,1.7664,0.98438,0.34225,-2.9614,0.043789,0.74068,-0.072767,2.1252,0.56418,0.55593,-0.40819,-1.7374,0.19646,-1.5462,0.92149,0.77394,-0.060512,1.1894,-1.2065,0.81464,-0.58253,-1.4016,-0.81157,6
-0.12652,3.1421,-2.9458,-1.0577,1.3811,1.4283,-2.5351,-2.4882,-0.46077,1.3268,0.73048,-1.0219,-1.0741,-0.53181,1.0218,-0.37979,0.9655,0.8675,-0.9578,-1.4198,0.071553,1.6013,-1.3422,-0.96531,-0.54721,4
2.2458,0.55041,1.9506,1.4302,-0.84959,2.6035,-0.20272,0.36193,-0.76822,-1.1933,-0.73724,2.6059,0.71126,0.034686,-0.73077,-0.49518,0.45026,-0.26935,-1.1752,-0.70922,0.1185,0.55138,-0.10142,-0.42002,0.35106,7
0.62556,1.131,-2.8255,-1.9014,-2.5732,-0.58176,0.217,-1.4338,-0.75273,-0.70468,0.83994,1.5372,-0.0759,0.31549,-0.63809,0.98983,1.2743,0.15421,-1.1214,0.86769,-0.62781,-1.4036,0.30396,-0.4984,-0.65806,7
-2.6884,-3.5914,-1.7712,0.46931,4.5679,0.36632,1.1178,-1.3065,-0.80094,-1.3911,-0.75324,-0.069385,-0.3051,-0.35847,1.221,-0.96031,0.84984,-0.3026,-0.26435,0.3966,-0.9346,-0.2436,0.52641,0.62215,0.61642,8
-0.59605,2.9963,-2.3777,-1.7045,-0.032339,1.8937,-0.56043,-2.0023,-0.49149,1.9823,1.1042,1.765,0.47052,-0.33709,0.2766,1.0704,1.1567,0.43861,-0.6109,-1.3141,0.36732,-0.21168,1.341,-0.37026,-0.15805,9
-0.19169,-1.644,-1.0358,3.2917,0.72547,0.931,-2.4778,0.64753,1.3164,1.4011,0.071365,0.076664,-0.5867,1.2325,0.50417,1.8179,0.94054,-0.88526,-0.48981,-0.74008,0.077159,0.33516,0.30964,-0.86675,0.077668,3
-1.5145,0.41655,-1.0563,1.4752,2.3205,-1.5637,1.7232,-0.31689,0.22085,-0.25893,-0.22879,2.3483,-0.23664,-0.097116,0.91796,-0.22618,0.13158,-1.347,1.1801,-0.23598,0.30079,0.46484,0.22766,1.0099,-0.30791,0
1.1033,2.0989,-0.89042,0.60535,-1.9828,0.65428,1.4913,-1.2272,2.429,-0.44205,1.3434,0.61185,0.88041,-0.047346,0.96805,0.3573,0.8595,-1.1319,1.2678,0.11718,0.1942,-0.48422,0.13921,-0.3076,-0.28459,7
1.1839,-0.66287,-0.14985,-1.862,1.5175,-1.2432,0.63672,-0.5398,-0.268,-0.8753,0.012924,0.61194,-2.2903,0.2067,0.27254,1.7385,-0.65436,-1.4921,-0.5074,-0.57894,-0.50636,-0.10597,-0.41737,0.27359,0.95932,6
0.84634,0.63738,-0.18827,-1.6989,0.045121,0.93186,-0.34075,-0.76326,-0.44492,-0.81558,0.13373,-1.2381,1.609,0.38051,-2.5185,1.3471,0.16985,-0.23961,1.1017,0.56738,0.32514,-0.34214,-0.043496,0.62856,-0.37324,2
3.4419,-0.79368,0.25126,-1.3081,-2.2876,-1.1334,0.40998,0.86255,0.58046,0.44592,0.46188,-0.65671,0.082621,-0.12505,0.44873,0.47738,-0.60792,0.51404,-0.23462,0.023234,0.32523,-0.10408,-0.62665,-0.38263,0.42679,1
-3.6627,-1.9693,-2.0949,-0.29274,3.0442,-1.4334,1.2042,0.53707,-1.807,-1.5019,-0.038173,0.46227,1.258,0.047647,-0.090524,0.15468,0.82594,1.2345,0.92582,1.5262,-0.19399,-1.309,0.024686,-0.83408,0.66714,5
-3.1909,-3.0457,-0.51032,0.63123,2.2573,-0.71695,-0.10494,0.13531,-0.33588,-2.7471,-2.0331,0.19065,-1.1154,-1.6021,0.91925,0.75978,-0.6197,0.6719,0.90819,-0.3357,-0.18983,-1.7476,-0.1405,-0.64054,-0.25299,8
-5.6985,-0.05122,-0.10234,0.41912,-0.21401,-0.28793,0.93927,0.48769,0.35439,-0.086376,-0.54677,2.2403,0.78793,-0.53133,1.9234,-0.32702,-0.69745,-0.1132,1.6756,-0.62622,1.4767,-0.8268,-1.0456,-0.0084887,0.76202,0
-1.0907,0.70783,-0.92882,-1.247,-2.7969,0.056596,-0.97205,0.10929,-1.8568,0.50689,-0.78536,-0.84333,-0.41203,-1.0735,0.21389,1.4301,1.9323,0.34517,-0.91943,-0.038112,1.0394,-0.037694,1.2248,0.61665,1.3358,5
0.46077,1.0291,-3.307,0.10896,0.29716,-1.1623,-1.0845,-0.010153,0.73987,0.69448,-1.1252,0.58843,0.11378,1.3819,-1.8211,0.18652,-0.25511,1.1527,1.7529,-0.10224,0.95294,0.88793,0.43168,-1.2661,-0.2015,9
1.4965,-0.6522,1.0083,0.82881,-0.80688,0.66823,-1.888,1.5881,1.8881,-0.69236,1.178,-1.5445,-0.78924,0.052859,0.84701,0.78969,0.11853,-0.3858,0.31303,-0.093876,0.47316,0.91695,-0.43841,-0.58058,-0.19222,3
0.43482,-1.4915,3.282,-0.50006,-1.2255,-1.0751,0.40895,-1.13,1.0357,1.2573,-0.33986,-0.16525,0.43026,0.48137,-1.2072,-0.22219,1.1277,1.6888,0.7311,1.6267,-0.14672,-0.2787,0.71111,-1.2112,-0.096702,5
2.3711,1.6215,-1.579,1.9754,-0.85582,1.5577,2.374,0.24178,0.25333,1.2052,-1.5659,-0.62387,0.77345,-0.10772,-0.23673,0.57223,0.37331,0.13873,-1.1231,1.2477,-0.94604,-0.65093,-0.96842,0.37773,0.18724,7
3.5412,-1.0433,0.11102,-0.28439,-1.8037,-1.0482,1.5366,1.1185,-0.1923,0.78378,0.71798,-1.2242,-0.10377,-0.18636,0.50862,0.77609,-1.3002,0.84201,-0.35979,0.065446,0.25282,-0.15722,-0.97141,-0.4249,0.62495,1
-2.3069,0.98827,0.080385,1.7791,1.6577,1.0393,-1.0309,3.195,-1.1307,1.4709,1.0614,0.16288,-1.3852,0.017504,0.19418,-1.0886,-0.54864,0.83915,0.76845,3.0407,1.0224,0.3135,-0.70026,0.116,-0.62314,8
-2.1541,0.28858,0.76066,1.6048,2.028,-1.9241,2.6019,-1.3773,0.47206,-0.43097,-0.02427,2.0551,-0.3011,-1.3824,1.3328,0.088064,0.29019,-1.2717,1.3043,-0.83232,0.59328,0.45696,-0.5529,0.96603,-0.49596,0
